Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed,Value Retention
Louis Vuitton,Capucines,Handbags,12981.0,9497.0,Fair,Unknown,Summer,118,2024-12-25,73.16
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3280.42,Poor,Adelaide,Spring,132,2024-07-23,53.0
Gucci,Jackie 1961,Handbags,6447.0,7457.32,Excellent,Brisbane,Spring,81,2024-09-22,115.67
Chanel,Coco Handle,Handbags,7983.0,6564.12,Excellent,Adelaide,Summer,156,2023-09-06,82.23
Fendi,Sunshine Shopper,Handbags,13381.0,5752.63,Good,Melbourne,Summer,40,2023-01-21,42.99
Hermès,Kelly 28,Handbags,17882.0,10014.05,Fair,Sydney,Autumn,146,2024-08-29,56.0
Dior,Lady Dior,Handbags,14502.0,20934.2,Excellent,Sydney,Autumn,148,2023-03-15,144.35
Balenciaga,City Bag,Handbags,17610.0,8090.05,Poor,Adelaide,Autumn,59,2023-02-18,45.94
Gucci,Dionysus,Handbags,7561.0,4509.75,Fair,Sydney,Autumn,66,2024-09-09,59.64
Dior,Book Tote,Handbags,11497.0,10311.12,Good,Melbourne,Summer,65,2024-08-30,89.69
Chanel,Boy Bag,Handbags,4436.0,2833.73,Very Good,Brisbane,Summer,173,2023-03-31,63.88
Balenciaga,Hourglass Bag,Handbags,8398.0,3870.9,Unknown,Melbourne,Summer,24,2024-07-21,46.09
Prada,Double Tote,Handbags,17680.0,10214.95,Very Good,Adelaide,Autumn,52,2023-12-15,57.78
Chanel,Coco Handle,Handbags,7983.0,4570.59,Excellent,Perth,Autumn,119,2023-03-15,57.25
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3886.2,Excellent,Sydney,Autumn,34,2023-06-03,62.79
Chanel,Coco Handle,Handbags,7983.0,6266.39,Good,Brisbane,Summer,161,2024-08-06,78.5
Cartier,Tank Watch,Jewelry,12098.0,5849.64,Unknown,Perth,Summer,4,2023-05-07,48.35
Gucci,Dionysus,Handbags,7561.0,3495.45,Excellent,Melbourne,Winter,131,2024-07-26,46.23
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3766.9,Unknown,Sydney,Autumn,101,2024-09-30,60.86
Chanel,Classic Flap Bag,Handbags,5006.0,2420.7,Poor,Perth,Winter,106,2023-04-01,48.36
Cartier,Trinity Ring,Jewelry,7083.0,3759.28,Excellent,Sydney,Autumn,158,2023-01-04,53.07
Hermès,Evelyne III,Handbags,14971.0,11729.93,Unknown,Perth,Winter,73,2023-06-05,78.35
Prada,Cleo Shoulder Bag,Handbags,16598.0,12024.64,Excellent,Melbourne,Spring,96,2024-04-30,72.45
Prada,Cleo Shoulder Bag,Handbags,16598.0,9479.82,Very Good,Melbourne,Summer,2,2024-06-14,57.11
Gucci,Jackie 1961,Handbags,6447.0,4462.8,Very Good,Perth,Summer,141,2024-11-14,69.22
Gucci,Marmont Mini,Handbags,10882.0,7846.19,Very Good,Sydney,Winter,129,2023-06-02,72.1
Cartier,Panthère Watch,Jewelry,5150.0,4078.98,Fair,Melbourne,Winter,67,2024-09-02,79.2
Gucci,Ophidia Tote,Handbags,17754.0,13094.06,Very Good,Melbourne,Summer,80,2023-04-04,73.75
Rolex,Datejust,Watches,11758.0,7084.58,Excellent,Brisbane,Spring,68,2024-09-09,60.25
Balenciaga,Hourglass Bag,Handbags,8398.0,7279.97,Very Good,Melbourne,Summer,50,2024-07-06,86.69
Dior,Lady Dior,Handbags,14502.0,10657.02,Excellent,Adelaide,Spring,130,2023-09-25,73.49
Prada,Re-Edition 2005,Handbags,17035.0,10342.45,Poor,Perth,Summer,165,2023-12-03,60.71
Cartier,Panthère Watch,Jewelry,5150.0,2980.67,Very Good,Brisbane,Autumn,92,2023-06-08,57.88
Hermès,Birkin 25,Handbags,17479.0,14155.74,Excellent,Melbourne,Autumn,33,2023-11-12,80.99
Dior,Book Tote,Handbags,11497.0,6386.68,Fair,Melbourne,Autumn,63,2024-05-07,55.55
Prada,Galleria,Handbags,13165.0,6223.7,Poor,Melbourne,Spring,110,2024-02-03,47.27
Rolex,Submariner,Watches,13875.0,5868.98,Very Good,Brisbane,Summer,95,2024-12-04,42.3
Prada,Galleria,Handbags,13165.0,6141.13,Excellent,Brisbane,Autumn,59,2024-02-18,46.65
Rolex,Daytona,Watches,11085.0,5903.37,Poor,Sydney,Autumn,33,2023-08-26,53.26
Hermès,Constance,Handbags,10442.0,4202.84,Poor,Melbourne,Spring,16,2024-05-22,40.25
Gucci,Jackie 1961,Handbags,6447.0,2581.86,Unknown,Melbourne,Autumn,165,2024-08-19,40.05
Fendi,Baguette Bag,Handbags,16671.0,11293.09,Excellent,Sydney,Winter,40,2024-12-26,67.74
Cartier,Love Bracelet,Jewelry,3780.0,2811.68,Unknown,Brisbane,Summer,143,2024-10-04,74.38
Fendi,Mon Tresor,Handbags,6671.0,4676.32,Fair,Sydney,Winter,122,2023-02-04,70.1
Hermès,Kelly 28,Handbags,17882.0,9901.67,Poor,Sydney,Autumn,4,2024-04-25,55.37
Fendi,Mon Tresor,Handbags,6671.0,5194.72,Unknown,Perth,Summer,129,2023-02-16,77.87
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3095.77,Fair,Perth,Summer,126,2024-03-05,50.02
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4790.18,Good,Melbourne,Winter,130,2024-04-07,77.4
Rolex,Daytona,Watches,11085.0,13906.33,Excellent,Adelaide,Winter,51,2023-10-09,125.45
Fendi,Mon Tresor,Handbags,6671.0,5700.2,Very Good,Melbourne,Summer,97,2023-07-23,85.45
Rolex,Daytona,Watches,11085.0,5882.77,Excellent,Melbourne,Summer,167,2023-04-24,53.07
Rolex,Datejust,Watches,11758.0,15123.3,Unknown,Melbourne,Summer,107,2023-10-08,128.62
Cartier,Love Bracelet,Jewelry,3780.0,2105.57,Excellent,Adelaide,Summer,23,2024-01-19,55.7
Hermès,Kelly 28,Handbags,17882.0,15984.77,Fair,Adelaide,Summer,12,2023-07-02,89.39
Louis Vuitton,Capucines,Handbags,12981.0,10513.52,Good,Melbourne,Summer,115,2024-02-21,80.99
Louis Vuitton,Alma BB,Handbags,5212.0,2576.32,Excellent,Melbourne,Summer,47,2024-08-06,49.43
Cartier,Trinity Ring,Jewelry,7083.0,4137.02,Excellent,Perth,Winter,111,2024-05-24,58.41
Gucci,Marmont Mini,Handbags,10882.0,8348.02,Good,Unknown,Winter,42,2023-01-25,76.71
Gucci,Jackie 1961,Handbags,6447.0,3460.95,Unknown,Sydney,Winter,104,2024-05-14,53.68
Balenciaga,Hourglass Bag,Handbags,8398.0,4308.73,Unknown,Brisbane,Summer,85,2023-10-20,51.31
Hermès,Birkin 25,Handbags,17479.0,15556.97,Poor,Perth,Winter,17,2024-10-21,89.0
Chanel,Gabrielle Hobo,Handbags,2212.0,1600.28,Very Good,Perth,Summer,133,2023-04-20,72.35
Fendi,Mon Tresor,Handbags,6671.0,4707.47,Excellent,Perth,Spring,23,2023-04-21,70.57
Chanel,Coco Handle,Handbags,7983.0,6969.54,Excellent,Adelaide,Autumn,102,2023-04-05,87.3
Dior,Lady Dior,Handbags,14502.0,11075.61,Unknown,Unknown,Autumn,36,2023-10-31,76.37
Louis Vuitton,Capucines,Handbags,12981.0,9244.61,Very Good,Perth,Autumn,122,2023-02-15,71.22
Louis Vuitton,Alma BB,Handbags,5212.0,3357.78,Very Good,Unknown,Summer,50,2023-03-10,64.42
Chanel,Boy Bag,Handbags,4436.0,3064.76,Very Good,Melbourne,Summer,57,2023-07-06,69.09
Prada,Re-Edition 2005,Handbags,17035.0,7240.33,Poor,Sydney,Spring,117,2023-04-14,42.5
Balenciaga,Neo Classic,Handbags,13397.0,7560.38,Unknown,Adelaide,Winter,98,2024-04-05,56.43
Balenciaga,Hourglass Bag,Handbags,8398.0,7474.86,Excellent,Brisbane,Summer,137,2023-01-24,89.01
Prada,Re-Edition 2005,Handbags,17035.0,12697.41,Poor,Adelaide,Summer,102,2023-10-08,74.54
Hermès,Evelyne III,Handbags,14971.0,7895.58,Unknown,Brisbane,Spring,155,2024-04-07,52.74
Chanel,Gabrielle Hobo,Handbags,2212.0,1417.5,Unknown,Melbourne,Autumn,73,2024-06-30,64.08
Hermès,Evelyne III,Handbags,14971.0,10791.24,Very Good,Unknown,Summer,36,2024-12-02,72.08
Cartier,Trinity Ring,Jewelry,7083.0,4046.98,Excellent,Sydney,Summer,166,2024-11-04,57.14
Chanel,Classic Flap Bag,Handbags,5006.0,2317.04,Excellent,Perth,Winter,57,2024-12-15,46.29
Dior,Book Tote,Handbags,11497.0,7083.07,Excellent,Melbourne,Summer,140,2024-09-12,61.61
Rolex,Daytona,Watches,11085.0,8468.29,Fair,Sydney,Spring,52,2024-04-01,76.39
Gucci,Jackie 1961,Handbags,6447.0,4786.44,Good,Melbourne,Autumn,134,2024-07-16,74.24
Cartier,Tank Watch,Jewelry,12098.0,9321.07,Poor,Melbourne,Summer,128,2024-10-23,77.05
Gucci,Marmont Mini,Handbags,10882.0,15073.32,Excellent,Adelaide,Summer,76,2023-06-30,138.52
Louis Vuitton,Capucines,Handbags,12981.0,8064.74,Very Good,Brisbane,Spring,142,2023-12-25,62.13
Dior,Lady Dior,Handbags,14502.0,9024.89,Unknown,Perth,Spring,73,2024-07-19,62.23
Cartier,Panthère Watch,Jewelry,5150.0,2275.06,Very Good,Melbourne,Summer,12,2023-02-23,44.18
Balenciaga,Neo Classic,Handbags,13397.0,5494.06,Good,Sydney,Summer,116,2023-12-10,41.01
Chanel,Classic Flap Bag,Handbags,5006.0,2374.75,Poor,Adelaide,Autumn,38,2024-03-25,47.44
Gucci,Ophidia Tote,Handbags,17754.0,13958.82,Fair,Sydney,Spring,157,2024-06-19,78.62
Gucci,Dionysus,Handbags,7561.0,5344.38,Very Good,Melbourne,Autumn,90,2024-10-04,70.68
Dior,Book Tote,Handbags,11497.0,8354.35,Excellent,Melbourne,Winter,100,2024-02-16,72.67
Balenciaga,Hourglass Bag,Handbags,8398.0,7270.45,Excellent,Perth,Spring,11,2024-04-16,86.57
Cartier,Love Bracelet,Jewelry,3780.0,1996.49,Good,Melbourne,Autumn,1,2024-08-04,52.82
Prada,Re-Edition 2005,Handbags,17035.0,8214.62,Good,Brisbane,Winter,1,2023-10-04,48.22
Rolex,Submariner,Watches,13875.0,5549.34,Poor,Sydney,Spring,29,2024-01-20,40.0
Dior,Lady Dior,Handbags,14502.0,7606.21,Very Good,Adelaide,Autumn,7,2023-09-02,52.45
Cartier,Love Bracelet,Jewelry,3780.0,2767.39,Very Good,Brisbane,Winter,83,2024-08-29,73.21
Louis Vuitton,Speedy 30,Handbags,3829.0,4842.1,Poor,Sydney,Winter,107,2023-06-19,126.46
Dior,Dior Caro,Handbags,19849.0,9871.29,Excellent,Brisbane,Winter,73,2023-09-07,49.73
Chanel,Coco Handle,Handbags,7983.0,6765.42,Excellent,Sydney,Autumn,129,2024-09-14,84.75
Balenciaga,City Bag,Handbags,17610.0,12442.37,Poor,Adelaide,Summer,85,2023-09-14,70.66
Hermès,Birkin 25,Handbags,17479.0,15031.42,Very Good,Sydney,Spring,48,2024-02-24,86.0
Cartier,Love Bracelet,Jewelry,3780.0,2432.63,Excellent,Brisbane,Winter,16,2024-10-15,64.36
Prada,Cleo Shoulder Bag,Handbags,16598.0,13499.56,Very Good,Melbourne,Summer,7,2023-12-17,81.33
Rolex,Explorer,Watches,5642.0,2698.09,Unknown,Perth,Spring,49,2024-02-09,47.82
Gucci,Ophidia Tote,Handbags,17754.0,12369.58,Good,Sydney,Summer,23,2023-02-26,69.67
Hermès,Birkin 25,Handbags,17479.0,9093.88,Unknown,Perth,Winter,101,2024-07-25,52.03
Fendi,Peekaboo,Handbags,10980.0,7666.31,Unknown,Sydney,Autumn,58,2024-11-14,69.82
Louis Vuitton,Alma BB,Handbags,5212.0,2525.97,Unknown,Sydney,Spring,12,2023-11-11,48.46
Fendi,Baguette Bag,Handbags,16671.0,13448.27,Unknown,Melbourne,Summer,127,2024-03-25,80.67
Rolex,Explorer,Watches,5642.0,4297.35,Very Good,Brisbane,Spring,27,2024-08-29,76.17
Prada,Galleria,Handbags,13165.0,11654.83,Excellent,Perth,Autumn,32,2023-09-05,88.53
Prada,Double Tote,Handbags,17680.0,14536.95,Good,Adelaide,Autumn,108,2024-06-20,82.22
Hermès,Kelly 28,Handbags,17882.0,12687.1,Poor,Sydney,Autumn,52,2023-12-05,70.95
Hermès,Birkin 25,Handbags,17479.0,13346.66,Excellent,Melbourne,Winter,71,2023-05-07,76.36
Balenciaga,City Bag,Handbags,17610.0,15247.68,Good,Brisbane,Autumn,33,2023-04-30,86.59
Prada,Cleo Shoulder Bag,Handbags,16598.0,11194.22,Good,Brisbane,Summer,7,2023-01-23,67.44
Balenciaga,Neo Classic,Handbags,13397.0,11241.82,Poor,Brisbane,Summer,62,2023-09-12,83.91
Gucci,Jackie 1961,Handbags,6447.0,3290.21,Excellent,Melbourne,Spring,179,2024-04-22,51.03
Dior,Dior Caro,Handbags,19849.0,8092.55,Fair,Brisbane,Autumn,127,2023-05-28,40.77
Balenciaga,Neo Classic,Handbags,13397.0,7767.12,Good,Brisbane,Summer,130,2023-12-21,57.98
Balenciaga,Neo Classic,Handbags,13397.0,9336.9,Excellent,Adelaide,Winter,63,2023-08-11,69.69
Prada,Cleo Shoulder Bag,Handbags,16598.0,13602.34,Fair,Brisbane,Winter,82,2023-03-27,81.95
Prada,Re-Edition 2005,Handbags,17035.0,14239.77,Good,Sydney,Autumn,50,2024-12-23,83.59
Hermès,Evelyne III,Handbags,14971.0,10502.71,Very Good,Sydney,Spring,95,2024-01-27,70.15
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3757.39,Poor,Sydney,Autumn,145,2024-07-31,60.71
Balenciaga,Le Cagole,Handbags,10735.0,9642.73,Unknown,Sydney,Spring,116,2023-12-10,89.83
Fendi,Peekaboo,Handbags,10980.0,8133.65,Excellent,Melbourne,Autumn,74,2024-11-14,74.08
Dior,Dior Caro,Handbags,19849.0,15431.61,Fair,Unknown,Spring,18,2023-04-11,77.75
Louis Vuitton,Speedy 30,Handbags,3829.0,2973.06,Very Good,Melbourne,Spring,138,2024-12-05,77.65
Balenciaga,Hourglass Bag,Handbags,8398.0,6611.1,Excellent,Melbourne,Summer,101,2023-11-08,78.72
Louis Vuitton,Capucines,Handbags,12981.0,7265.78,Very Good,Unknown,Summer,127,2024-09-09,55.97
Hermès,Birkin 25,Handbags,17479.0,12890.53,Poor,Melbourne,Summer,17,2024-09-30,73.75
Hermès,Evelyne III,Handbags,14971.0,7848.13,Unknown,Melbourne,Autumn,141,2023-02-06,52.42
Gucci,Jackie 1961,Handbags,6447.0,4610.33,Very Good,Adelaide,Winter,94,2023-04-04,71.51
Cartier,Love Bracelet,Jewelry,3780.0,2649.97,Excellent,Perth,Summer,168,2023-08-05,70.11
Dior,Saddle Bag,Handbags,7125.0,3606.05,Good,Brisbane,Summer,112,2024-08-24,50.61
Rolex,Submariner,Watches,13875.0,5982.5,Poor,Adelaide,Spring,73,2024-09-19,43.12
Louis Vuitton,Alma BB,Handbags,5212.0,4002.14,Fair,Melbourne,Winter,125,2023-07-17,76.79
Prada,Cleo Shoulder Bag,Handbags,16598.0,7143.5,Very Good,Melbourne,Autumn,176,2023-12-02,43.04
Rolex,Datejust,Watches,11758.0,5773.57,Excellent,Adelaide,Summer,163,2023-06-20,49.1
Dior,Lady Dior,Handbags,14502.0,20438.63,Unknown,Melbourne,Autumn,140,2024-07-18,140.94
Rolex,Explorer,Watches,5642.0,3572.56,Unknown,Unknown,Autumn,64,2024-03-22,63.32
Gucci,Dionysus,Handbags,7561.0,8274.2,Unknown,Melbourne,Spring,116,2024-06-07,109.43
Rolex,Submariner,Watches,13875.0,8506.2,Good,Adelaide,Summer,111,2024-05-14,61.31
Prada,Cleo Shoulder Bag,Handbags,16598.0,14162.71,Excellent,Sydney,Summer,113,2023-08-30,85.33
Rolex,Datejust,Watches,11758.0,6733.91,Good,Adelaide,Summer,31,2023-01-29,57.27
Prada,Cleo Shoulder Bag,Handbags,16598.0,14771.85,Excellent,Perth,Spring,118,2023-12-12,89.0
Louis Vuitton,Speedy 30,Handbags,3829.0,2432.79,Excellent,Sydney,Summer,59,2023-05-12,63.54
Louis Vuitton,Capucines,Handbags,12981.0,6221.29,Poor,Perth,Autumn,131,2023-01-13,47.93
Rolex,Submariner,Watches,13875.0,8042.33,Excellent,Adelaide,Summer,48,2024-02-27,57.96
Fendi,Mon Tresor,Handbags,6671.0,3690.83,Excellent,Brisbane,Summer,20,2024-02-16,55.33
Prada,Double Tote,Handbags,17680.0,15259.66,Poor,Melbourne,Summer,158,2024-08-12,86.31
Louis Vuitton,Speedy 30,Handbags,3829.0,2822.74,Excellent,Perth,Summer,14,2023-02-06,73.72
Fendi,Peekaboo,Handbags,10980.0,8125.22,Poor,Unknown,Spring,108,2023-01-03,74.0
Cartier,Tank Watch,Jewelry,12098.0,9351.12,Fair,Brisbane,Summer,51,2023-07-17,77.29
Rolex,Submariner,Watches,13875.0,11678.79,Poor,Sydney,Winter,161,2023-12-16,84.17
Chanel,Boy Bag,Handbags,4436.0,3479.83,Poor,Melbourne,Summer,163,2024-06-14,78.45
Balenciaga,Le Cagole,Handbags,10735.0,6521.26,Fair,Sydney,Summer,145,2023-01-24,60.75
Balenciaga,Hourglass Bag,Handbags,8398.0,4909.68,Excellent,Perth,Winter,69,2023-08-30,58.46
Louis Vuitton,Neverfull Tote,Handbags,6189.0,5193.38,Poor,Melbourne,Autumn,149,2023-11-27,83.91
Fendi,Baguette Bag,Handbags,16671.0,8299.18,Fair,Melbourne,Winter,24,2024-05-18,49.78
Cartier,Tank Watch,Jewelry,12098.0,7329.85,Good,Perth,Autumn,163,2024-07-17,60.59
Prada,Galleria,Handbags,13165.0,8631.78,Poor,Brisbane,Spring,120,2023-05-22,65.57
Gucci,Dionysus,Handbags,7561.0,3972.58,Very Good,Adelaide,Summer,155,2023-11-11,52.54
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4924.75,Very Good,Melbourne,Winter,116,2024-01-07,79.57
Prada,Double Tote,Handbags,17680.0,10100.68,Very Good,Brisbane,Winter,96,2024-08-12,57.13
Rolex,Explorer,Watches,5642.0,4572.6,Good,Sydney,Winter,12,2023-02-08,81.05
Balenciaga,Hourglass Bag,Handbags,8398.0,6294.72,Good,Sydney,Spring,178,2024-11-17,74.95
Fendi,Mon Tresor,Handbags,6671.0,3031.33,Poor,Melbourne,Spring,20,2024-09-20,45.44
Prada,Galleria,Handbags,13165.0,15884.81,Very Good,Brisbane,Autumn,78,2024-02-13,120.66
Cartier,Love Bracelet,Jewelry,3780.0,2814.87,Very Good,Sydney,Spring,172,2023-05-20,74.47
Dior,Saddle Bag,Handbags,7125.0,3230.03,Very Good,Adelaide,Summer,153,2024-12-01,45.33
Gucci,Jackie 1961,Handbags,6447.0,2646.32,Very Good,Sydney,Summer,163,2024-03-24,41.05
Gucci,Ophidia Tote,Handbags,17754.0,12133.56,Very Good,Melbourne,Spring,147,2023-06-28,68.34
Cartier,Trinity Ring,Jewelry,7083.0,3561.23,Very Good,Melbourne,Winter,104,2023-02-05,50.28
Prada,Re-Edition 2005,Handbags,17035.0,12028.26,Poor,Brisbane,Winter,106,2023-06-20,70.61
Chanel,Boy Bag,Handbags,4436.0,2823.92,Very Good,Melbourne,Spring,47,2024-02-15,63.66
Dior,Lady Dior,Handbags,14502.0,6851.36,Very Good,Sydney,Summer,13,2023-09-03,47.24
Fendi,Mon Tresor,Handbags,6671.0,3822.7,Poor,Sydney,Summer,56,2024-03-23,57.3
Dior,Saddle Bag,Handbags,7125.0,4142.96,Good,Melbourne,Spring,76,2024-06-10,58.15
Chanel,Coco Handle,Handbags,7983.0,4916.5,Good,Melbourne,Spring,146,2023-01-04,61.59
Balenciaga,Neo Classic,Handbags,13397.0,7793.85,Poor,Melbourne,Spring,136,2024-08-06,58.18
Chanel,Coco Handle,Handbags,7983.0,3618.05,Fair,Melbourne,Spring,56,2023-06-15,45.32
Fendi,Baguette Bag,Handbags,16671.0,20082.15,Fair,Sydney,Summer,80,2024-03-05,120.46
Gucci,Jackie 1961,Handbags,6447.0,4957.25,Excellent,Adelaide,Summer,72,2024-10-07,76.89
Gucci,Ophidia Tote,Handbags,17754.0,10568.21,Very Good,Melbourne,Winter,152,2023-08-09,59.53
Rolex,Explorer,Watches,5642.0,5042.1,Good,Sydney,Summer,57,2024-01-28,89.37
Dior,Lady Dior,Handbags,14502.0,8815.19,Excellent,Melbourne,Autumn,123,2023-01-17,60.79
Prada,Re-Edition 2005,Handbags,17035.0,9294.15,Very Good,Brisbane,Summer,125,2023-08-04,54.56
Chanel,Boy Bag,Handbags,4436.0,2450.79,Good,Brisbane,Summer,114,2024-04-10,55.25
Chanel,Boy Bag,Handbags,4436.0,2918.39,Fair,Adelaide,Summer,45,2024-07-06,65.79
Fendi,Baguette Bag,Handbags,16671.0,7931.53,Very Good,Unknown,Summer,172,2023-03-25,47.58
Louis Vuitton,Alma BB,Handbags,5212.0,2845.08,Excellent,Melbourne,Summer,124,2024-08-09,54.59
Gucci,Dionysus,Handbags,7561.0,5127.23,Excellent,Sydney,Spring,24,2024-11-22,67.81
Louis Vuitton,Capucines,Handbags,12981.0,10934.35,Fair,Melbourne,Autumn,19,2024-09-18,84.23
Prada,Double Tote,Handbags,17680.0,9835.05,Good,Melbourne,Autumn,59,2024-04-03,55.63
Chanel,Gabrielle Hobo,Handbags,2212.0,1001.23,Fair,Adelaide,Summer,69,2024-02-08,45.26
Gucci,Marmont Mini,Handbags,10882.0,6297.02,Good,Unknown,Spring,140,2024-07-04,57.87
Gucci,Jackie 1961,Handbags,6447.0,5595.03,Excellent,Sydney,Autumn,166,2024-07-02,86.79
Dior,Book Tote,Handbags,11497.0,9581.62,Very Good,Brisbane,Autumn,103,2023-01-01,83.34
Balenciaga,Neo Classic,Handbags,13397.0,10733.89,Fair,Perth,Spring,28,2023-04-10,80.12
Louis Vuitton,Capucines,Handbags,12981.0,9104.89,Excellent,Melbourne,Winter,64,2024-08-16,70.14
Dior,Lady Dior,Handbags,14502.0,9103.14,Unknown,Adelaide,Winter,32,2023-08-09,62.77
Gucci,Ophidia Tote,Handbags,17754.0,13513.75,Excellent,Perth,Winter,79,2024-08-10,76.12
Dior,Lady Dior,Handbags,14502.0,17888.94,Very Good,Melbourne,Autumn,100,2024-08-22,123.35
Cartier,Trinity Ring,Jewelry,7083.0,3759.12,Poor,Melbourne,Spring,157,2023-05-30,53.07
Chanel,Gabrielle Hobo,Handbags,2212.0,912.13,Poor,Perth,Summer,161,2024-07-02,41.24
Dior,Dior Caro,Handbags,19849.0,8654.71,Very Good,Adelaide,Winter,71,2024-12-12,43.6
Fendi,Peekaboo,Handbags,10980.0,8748.09,Fair,Melbourne,Autumn,118,2023-03-31,79.67
Hermès,Birkin 25,Handbags,17479.0,13995.49,Excellent,Unknown,Summer,52,2023-08-24,80.07
Balenciaga,Neo Classic,Handbags,13397.0,10135.52,Very Good,Adelaide,Spring,49,2023-07-01,75.66
Balenciaga,City Bag,Handbags,17610.0,14510.79,Excellent,Perth,Spring,15,2023-05-10,82.4
Fendi,Baguette Bag,Handbags,16671.0,14855.27,Very Good,Sydney,Spring,127,2024-09-15,89.11
Fendi,Peekaboo,Handbags,10980.0,7126.76,Unknown,Melbourne,Spring,164,2023-11-21,64.91
Gucci,Marmont Mini,Handbags,10882.0,9448.5,Unknown,Melbourne,Summer,2,2023-04-22,86.83
Balenciaga,Neo Classic,Handbags,13397.0,7463.13,Excellent,Melbourne,Summer,36,2024-08-07,55.71
Rolex,Submariner,Watches,13875.0,7011.54,Fair,Unknown,Spring,36,2024-07-04,50.53
Prada,Cleo Shoulder Bag,Handbags,16598.0,14026.64,Very Good,Adelaide,Spring,105,2024-12-14,84.51
Prada,Double Tote,Handbags,17680.0,14539.33,Excellent,Brisbane,Autumn,112,2024-08-25,82.24
Prada,Cleo Shoulder Bag,Handbags,16598.0,14411.87,Fair,Melbourne,Summer,79,2024-09-03,86.83
Gucci,Marmont Mini,Handbags,10882.0,6121.27,Poor,Melbourne,Summer,51,2024-10-14,56.25
Balenciaga,Neo Classic,Handbags,13397.0,11009.13,Very Good,Sydney,Spring,134,2023-03-15,82.18
Rolex,Daytona,Watches,11085.0,8392.12,Excellent,Perth,Summer,132,2024-05-18,75.71
Dior,Saddle Bag,Handbags,7125.0,5850.65,Excellent,Melbourne,Spring,164,2023-03-21,82.11
Gucci,Jackie 1961,Handbags,6447.0,4703.66,Very Good,Unknown,Autumn,48,2024-06-07,72.96
Dior,Dior Caro,Handbags,19849.0,15016.81,Poor,Melbourne,Autumn,42,2023-03-13,75.66
Prada,Cleo Shoulder Bag,Handbags,16598.0,7248.23,Poor,Melbourne,Winter,113,2024-01-16,43.67
Dior,Dior Caro,Handbags,19849.0,11997.27,Very Good,Melbourne,Autumn,23,2023-04-29,60.44
Cartier,Panthère Watch,Jewelry,5150.0,4527.68,Poor,Unknown,Winter,177,2024-12-19,87.92
Chanel,Gabrielle Hobo,Handbags,2212.0,1193.34,Very Good,Perth,Winter,154,2024-01-26,53.95
Gucci,Jackie 1961,Handbags,6447.0,5076.02,Good,Adelaide,Spring,149,2023-12-03,78.73
Hermès,Evelyne III,Handbags,14971.0,10513.39,Excellent,Sydney,Autumn,45,2023-11-22,70.23
Dior,Dior Caro,Handbags,19849.0,15456.45,Fair,Sydney,Autumn,126,2023-01-08,77.87
Fendi,Baguette Bag,Handbags,16671.0,11685.02,Unknown,Melbourne,Autumn,76,2023-04-17,70.09
Hermès,Constance,Handbags,10442.0,4328.07,Very Good,Melbourne,Autumn,151,2023-03-25,41.45
Louis Vuitton,Alma BB,Handbags,5212.0,3519.0,Very Good,Brisbane,Autumn,118,2023-05-11,67.52
Dior,Dior Caro,Handbags,19849.0,8290.39,Poor,Adelaide,Winter,127,2024-10-08,41.77
Gucci,Ophidia Tote,Handbags,17754.0,15676.31,Excellent,Perth,Winter,1,2024-03-16,88.3
Balenciaga,Le Cagole,Handbags,10735.0,5429.08,Excellent,Adelaide,Summer,136,2023-11-15,50.57
Balenciaga,City Bag,Handbags,17610.0,8396.78,Excellent,Perth,Spring,69,2024-04-21,47.68
Hermès,Evelyne III,Handbags,14971.0,6052.03,Fair,Adelaide,Winter,29,2024-07-25,40.43
Cartier,Panthère Watch,Jewelry,5150.0,3038.81,Excellent,Melbourne,Spring,137,2023-10-22,59.01
Dior,Dior Caro,Handbags,19849.0,14453.09,Very Good,Sydney,Summer,8,2023-08-22,72.82
Hermès,Constance,Handbags,10442.0,5277.31,Poor,Melbourne,Spring,160,2023-01-05,50.54
Dior,Saddle Bag,Handbags,7125.0,3690.14,Poor,Sydney,Spring,131,2024-01-29,51.79
Hermès,Birkin 25,Handbags,17479.0,7945.58,Very Good,Sydney,Winter,159,2023-08-20,45.46
Hermès,Birkin 25,Handbags,17479.0,15144.2,Very Good,Melbourne,Spring,40,2024-01-09,86.64
Gucci,Dionysus,Handbags,7561.0,5171.79,Excellent,Sydney,Winter,103,2024-03-11,68.4
Chanel,Classic Flap Bag,Handbags,5006.0,3770.36,Excellent,Perth,Autumn,172,2023-08-21,75.32
Balenciaga,Le Cagole,Handbags,10735.0,6802.12,Unknown,Brisbane,Winter,157,2023-03-07,63.36
Prada,Galleria,Handbags,13165.0,9529.13,Excellent,Brisbane,Spring,125,2024-12-08,72.38
Chanel,Boy Bag,Handbags,4436.0,2889.63,Excellent,Melbourne,Summer,149,2024-03-12,65.14
Gucci,Ophidia Tote,Handbags,17754.0,23762.21,Excellent,Brisbane,Spring,29,2023-03-12,133.84
