Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed
Balenciaga,Le Cagole,Handbags,10659.0,4790.62,New,Melbourne,Autumn,150,2023-09-12
Rolex,Explorer,Watches,5693.0,4949.62,Excell,Melb,Summer,167,2024-12-12
Cartier,Love Bracelet,Jewelry,,3218.31,Good,Melb,Winter,13,2023-04-21
Fendi,Mon Tresor,Handbags,6712.0,4088.14,Good,Perth,Autumn,80,2024-06-24
Louis Vuitton,Speedy 30,Handbags,3865.0,3206.46,New,Brisbane,Winter,57,2023-11-13
Hermès,Constance,Handbags,10530.0,8795.13,Unknown,SYD,Winter,101,2024-12-20
Dior,Saddle Bag,Handbags,7109.0,6376.81,poor,Perth,Spring,105,2024-12-27
Louis Vuitton,Capucines,Handbags,12906.0,11300.73,Fair,Melbourne,Spring,168,2023-12-16
Dior,Lady Dior,Handbags,14509.0,9014.0,poor,Sydney,Winter,93,2023-01-15
Louis Vuitton,Alma BB,Handbags,5104.0,2117.95,Excell,SYD,Autumn,79,2024-02-29
Gucci,Ophidia Tote,Handbags,17767.0,11421.55,poor,SYD,Spring,10,2024-04-22
Chanel,Classic Flap Bag,Handbags,4954.0,2397.06,Excell,Perth,Autumn,175,2024-07-19
Louis Vuitton,Neverfull Tote,Handbags,6114.0,3135.26,Very Good,unknown,Winter,58,2024-07-26
Dior,Book Tote,Handbags,11491.0,6756.57,Good,Perth,Autumn,168,2024-12-27
Rolex,Submariner,Watches,13863.0,11109.48,Excell,SYD,Autumn,2,2023-08-23
Louis Vuitton,Neverfull Tote,Handbags,6163.0,4970.13,Very Good,Perth,Summer,160,2024-09-15
Fendi,Mon Tresor,Handbags,,3697.29,Very Good,SYD,Spring,61,2023-11-08
Cartier,Panthère Watch,Jewelry,5108.0,2390.28,Good,Brisbane,Winter,148,2024-05-27
Dior,Saddle Bag,Handbags,7044.0,3035.87,New,SYD,Spring,97,2024-08-24
Gucci,Marmont Mini,Handbags,10957.0,8372.02,New,Sydney,Summer,58,2023-05-28
Prada,Cleo Shoulder Bag,Handbags,16647.0,12164.37,Fair,Sydney,Summer,177,2024-11-29
Fendi,Mon Tresor,Handbags,6748.0,3750.75,Excell,Melb,Winter,165,2024-02-16
Louis Vuitton,Neverfull Tote,Handbags,6154.0,4508.25,Like New,unknown,Autumn,102,2023-01-13
Cartier,Panthère Watch,Jewelry,5176.0,2972.48,Fair,SYD,Winter,14,2024-02-17
Chanel,Boy Bag,Handbags,4384.0,3326.91,Very Good,Melbourne,Autumn,139,2024-09-19
Gucci,Ophidia Tote,Handbags,17761.0,12044.98,Like New,Perth,Summer,144,2023-11-19
Prada,Cleo Shoulder Bag,Handbags,16647.0,19913.38,Unknown,Brisbane,Winter,148,2024-10-01
Rolex,Daytona,Watches,11005.0,9843.09,Like New,Melb,Autumn,178,2024-09-29
Louis Vuitton,Capucines,Handbags,12944.0,6362.21,Fair,Brisbane,Summer,19,2024-10-09
Hermès,Kelly 28,Handbags,17826.0,8303.77,Like New,unknown,Autumn,22,2024-03-17
Fendi,Mon Tresor,Handbags,6724.0,4414.96,Like New,Sydney,Spring,88,2024-10-29
Dior,Book Tote,Handbags,11571.0,7170.78,Very Good,Brisbane,Spring,145,2024-03-12
Rolex,Submariner,Watches,13897.0,12370.81,Unknown,Sydney,Spring,144,2024-07-10
Prada,Double Tote,Handbags,17742.0,8607.28,Fair,SYD,Autumn,75,2023-02-25
Fendi,Peekaboo,Handbags,10882.0,5624.63,,Brisbane,Spring,125,2023-12-09
Hermès,Evelyne III,Handbags,15028.0,9037.28,New,SYD,Autumn,50,2024-11-14
Rolex,Datejust,Watches,11794.0,9139.61,Fair,Adelaide,Winter,74,2024-07-14
Balenciaga,Hourglass Bag,Handbags,8418.0,4481.73,Very Good,unknown,Summer,136,2024-06-16
Cartier,Tank Watch,Jewelry,12121.0,10161.82,Very Good,unknown,Autumn,140,2024-02-14
Cartier,Panthère Watch,Jewelry,5162.0,7454.42,New,Melb,Autumn,56,2024-12-03
Fendi,Mon Tresor,Handbags,6703.0,3010.92,Good,Adelaide,Winter,177,2023-03-20
Rolex,Explorer,Watches,5643.0,3373.8,Excell,unknown,Summer,95,2023-03-15
Prada,Galleria,Handbags,13133.0,10277.7,poor,Sydney,Summer,33,2023-05-29
Dior,Saddle Bag,Handbags,7169.0,6010.86,Unknown,Melb,Summer,27,2023-10-08
Louis Vuitton,Neverfull Tote,Handbags,6265.0,5136.24,Unknown,Adelaide,Winter,104,2024-06-14
Chanel,Boy Bag,Handbags,4403.0,2905.18,,Perth,Spring,103,2023-12-24
Gucci,Jackie 1961,Handbags,6501.0,4654.89,Fair,Perth,Autumn,103,2023-02-02
Gucci,Dionysus,Handbags,7619.0,6046.23,poor,Melbourne,Winter,76,2023-09-30
Rolex,Submariner,Watches,13898.0,11061.27,Like New,Adelaide,Autumn,152,2023-12-17
Cartier,Trinity Ring,Jewelry,7072.0,3111.97,Fair,Sydney,Summer,143,2023-10-01
Louis Vuitton,Speedy 30,Handbags,3816.0,3158.05,New,unknown,Spring,179,2023-10-17
Rolex,Daytona,Watches,11016.0,6800.47,Very Good,Sydney,Winter,14,2024-12-27
Dior,Lady Dior,Handbags,14546.0,12275.1,Good,SYD,Summer,84,2023-07-23
Hermès,Kelly 28,Handbags,17818.0,11692.66,Unknown,Brisbane,Winter,71,2023-11-16
Prada,Galleria,Handbags,13212.0,7272.82,Fair,Brisbane,Summer,178,2024-06-09
Gucci,Dionysus,Handbags,7490.0,4131.8,Fair,Melb,Summer,32,2024-07-06
Fendi,Baguette Bag,Handbags,16600.0,9426.92,Excell,Sydney,Summer,76,2023-06-24
Dior,Saddle Bag,Handbags,7186.0,4484.37,Excell,Melb,Spring,168,2024-09-29
Dior,Book Tote,Handbags,11477.0,8225.01,Good,Adelaide,Spring,29,2023-11-16
Dior,Lady Dior,Handbags,14553.0,10539.5,Unknown,Sydney,Autumn,173,2023-04-27
Prada,Re-Edition 2005,Handbags,16988.0,13369.96,Unknown,Perth,Autumn,92,2024-12-26
Prada,Double Tote,Handbags,,14852.82,Good,SYD,Summer,114,2024-01-14
Gucci,Ophidia Tote,Handbags,17818.0,15704.1,Fair,Melbourne,Summer,139,2023-10-23
Balenciaga,City Bag,Handbags,17660.0,7939.23,Unknown,unknown,Winter,152,2024-05-07
Prada,Galleria,Handbags,13188.0,5961.93,Unknown,Adelaide,Autumn,49,2023-01-05
Balenciaga,Le Cagole,Handbags,10749.0,8415.8,Very Good,Sydney,Summer,13,2024-10-14
Fendi,Sunshine Shopper,Handbags,13445.0,7385.11,Like New,Brisbane,Winter,17,2023-02-14
Dior,Lady Dior,Handbags,14531.0,12357.31,Good,Adelaide,Autumn,37,2024-05-04
Cartier,Love Bracelet,Jewelry,3835.0,3356.15,Good,Perth,Winter,32,2024-03-26
Balenciaga,Hourglass Bag,Handbags,8478.0,6484.22,Very Good,Sydney,Summer,142,2024-08-21
Chanel,Gabrielle Hobo,Handbags,2248.0,1651.48,Good,Perth,Autumn,38,2024-10-15
Louis Vuitton,Neverfull Tote,Handbags,6166.0,4494.46,Very Good,Melbourne,Spring,5,2023-05-03
Chanel,Gabrielle Hobo,Handbags,2126.0,1724.72,New,Melb,Spring,21,2023-05-05
Louis Vuitton,Capucines,Handbags,12917.0,8569.93,Excell,Adelaide,Spring,162,2023-12-16
Gucci,Ophidia Tote,Handbags,17688.0,10586.96,Very Good,Melbourne,Winter,45,2024-11-03
Louis Vuitton,Speedy 30,Handbags,3919.0,2069.88,poor,unknown,Summer,23,2024-12-29
Gucci,Dionysus,Handbags,7659.0,5965.65,poor,Melbourne,Summer,153,2024-06-15
Hermès,Evelyne III,Handbags,14928.0,11494.68,Unknown,Melb,Autumn,79,2023-02-28
Chanel,Coco Handle,Handbags,7974.0,7037.87,Like New,Perth,Summer,37,2023-01-24
Prada,Double Tote,Handbags,17611.0,14710.36,Like New,Perth,Autumn,25,2023-03-11
Cartier,Tank Watch,Jewelry,12044.0,7102.74,Unknown,SYD,Spring,166,2024-05-22
Hermès,Evelyne III,Handbags,14979.0,8353.16,Unknown,Brisbane,Summer,61,2023-08-10
Chanel,Boy Bag,Handbags,4435.0,3544.34,Excell,Brisbane,Summer,103,2023-12-10
Fendi,Baguette Bag,Handbags,16757.0,8228.73,Like New,Perth,Autumn,23,2024-09-13
Louis Vuitton,Alma BB,Handbags,5248.0,4420.04,Like New,unknown,Winter,87,2023-07-30
Fendi,Peekaboo,Handbags,11029.0,4736.01,poor,Perth,Spring,163,2024-09-27
Gucci,Ophidia Tote,Handbags,17680.0,7493.13,Fair,Brisbane,Autumn,153,2023-03-07
Chanel,Coco Handle,Handbags,7911.0,4438.62,Very Good,Perth,Winter,69,2024-10-01
Gucci,Ophidia Tote,Handbags,17798.0,12925.99,Excell,Adelaide,Spring,86,2023-02-04
Dior,Saddle Bag,Handbags,7169.0,5059.76,Unknown,Perth,Winter,21,2023-07-11
Balenciaga,Le Cagole,Handbags,10723.0,7469.27,Excell,SYD,Summer,37,2024-02-09
Hermès,Birkin 25,Handbags,17489.0,11517.15,Like New,Adelaide,Spring,155,2024-06-20
Gucci,Dionysus,Handbags,7530.0,3044.87,New,Adelaide,Spring,175,2023-06-11
Hermès,Evelyne III,Handbags,14898.0,12240.21,Fair,Melbourne,Spring,46,2024-08-15
Rolex,Explorer,Watches,5577.0,3573.49,New,unknown,Winter,79,2024-08-26
Dior,Dior Caro,Handbags,19825.0,13056.85,Unknown,Sydney,Summer,62,2023-01-17
Chanel,Coco Handle,Handbags,8083.0,6278.26,Very Good,Brisbane,Winter,145,2024-10-19
Rolex,Submariner,Watches,13927.0,11595.07,poor,unknown,Autumn,118,2024-05-30
Prada,Re-Edition 2005,Handbags,16970.0,8656.15,Fair,SYD,Spring,52,2023-01-07
Cartier,Trinity Ring,Jewelry,7012.0,4587.11,Very Good,Brisbane,Autumn,162,2023-08-12
Prada,Double Tote,Handbags,17742.0,12115.58,Fair,SYD,Winter,164,2024-12-17
Gucci,Marmont Mini,Handbags,10973.0,6887.91,Excell,Perth,Spring,56,2023-05-31
Gucci,Ophidia Tote,Handbags,17709.0,13011.64,Like New,Adelaide,Winter,160,2023-10-02
Gucci,Dionysus,Handbags,7573.0,11296.9,Fair,Sydney,Summer,9,2023-05-03
Gucci,Marmont Mini,Handbags,10869.0,7126.27,Like New,Brisbane,Winter,109,2024-09-23
Louis Vuitton,Capucines,Handbags,12969.0,5201.39,Excell,Sydney,Spring,145,2024-08-21
Hermès,Birkin 25,Handbags,17578.0,10956.04,Fair,unknown,Autumn,115,2024-01-05
Chanel,Classic Flap Bag,Handbags,5003.0,2874.11,Excell,Melbourne,Summer,99,2023-03-05
Rolex,Daytona,Watches,11105.0,7301.51,poor,unknown,Autumn,132,2024-09-08
Rolex,Submariner,Watches,13916.0,6987.79,Like New,Brisbane,Spring,10,2024-01-19
Hermès,Evelyne III,Handbags,15011.0,12535.61,Very Good,unknown,Spring,140,2023-09-05
Balenciaga,Le Cagole,Handbags,10655.0,13076.16,Unknown,Brisbane,Autumn,140,2024-10-29
Hermès,Birkin 25,Handbags,17496.0,12519.24,Good,Adelaide,Autumn,82,2023-12-24
Gucci,Marmont Mini,Handbags,10813.0,6107.07,Like New,Brisbane,Summer,17,2024-03-02
Gucci,Marmont Mini,Handbags,10893.0,6519.15,New,SYD,Spring,63,2023-12-09
Chanel,Gabrielle Hobo,Handbags,2156.0,986.58,Very Good,Melb,Spring,9,2024-10-08
Cartier,Tank Watch,Jewelry,12156.0,10554.74,,Sydney,Spring,49,2023-03-27
Gucci,Jackie 1961,Handbags,6333.0,4231.62,Fair,unknown,Summer,6,2023-06-11
Fendi,Mon Tresor,Handbags,6753.0,5787.97,Good,Adelaide,Autumn,141,2023-08-25
Chanel,Classic Flap Bag,Handbags,4949.0,2273.61,Unknown,Brisbane,Spring,121,2023-03-19
Gucci,Dionysus,Handbags,7648.0,6770.17,poor,Sydney,Autumn,158,2024-02-24
Cartier,Love Bracelet,Jewelry,3712.0,1995.03,Like New,Adelaide,Winter,25,2024-06-30
Dior,Saddle Bag,Handbags,7156.0,5061.75,Unknown,unknown,Spring,172,2024-03-02
Fendi,Baguette Bag,Handbags,16634.0,13328.8,Like New,SYD,Winter,153,2024-09-24
Fendi,Baguette Bag,Handbags,16723.0,6925.16,Good,Perth,Summer,68,2024-12-10
Prada,Galleria,Handbags,13245.0,11215.24,New,SYD,Autumn,162,2024-12-20
Cartier,Love Bracelet,Jewelry,3766.0,2362.56,Fair,unknown,Winter,153,2023-12-08
Rolex,Submariner,Watches,13833.0,18945.76,,Brisbane,Summer,49,2023-01-26
Gucci,Ophidia Tote,Handbags,17813.0,9780.94,Very Good,Melb,Winter,167,2024-09-06
Dior,Dior Caro,Handbags,19853.0,12168.55,poor,Melb,Summer,65,2024-01-27
Prada,Re-Edition 2005,Handbags,17135.0,7857.99,Unknown,Melbourne,Summer,146,2024-04-18
Gucci,Ophidia Tote,Handbags,17782.0,8924.0,Fair,Adelaide,Autumn,46,2023-12-17
Dior,Book Tote,Handbags,11414.0,9685.89,New,SYD,Spring,60,2024-09-30
Hermès,Kelly 28,Handbags,17895.0,24316.12,Unknown,Sydney,Spring,70,2023-12-12
Fendi,Peekaboo,Handbags,10999.0,9230.43,Good,Melbourne,Summer,166,2023-03-25
Louis Vuitton,Neverfull Tote,Handbags,6133.0,4754.55,Very Good,SYD,Winter,28,2024-01-14
Rolex,Explorer,Watches,5548.0,2301.6,Very Good,SYD,Winter,170,2024-11-02
Louis Vuitton,Capucines,Handbags,12943.0,6887.2,Fair,Melbourne,Winter,101,2023-07-24
Rolex,Datejust,Watches,11725.0,6288.68,Like New,Adelaide,Summer,122,2023-04-09
Balenciaga,City Bag,Handbags,17625.0,12829.32,Unknown,Sydney,Summer,70,2023-02-21
Chanel,Classic Flap Bag,Handbags,5014.0,4345.06,poor,SYD,Winter,133,2023-05-05
Hermès,Constance,Handbags,10482.0,15248.24,Excell,unknown,Spring,47,2023-06-17
Balenciaga,Neo Classic,Handbags,13421.0,7313.44,Unknown,Adelaide,Autumn,178,2024-04-13
Rolex,Submariner,Watches,13775.0,12311.72,Fair,Melbourne,Autumn,43,2023-09-20
Louis Vuitton,Speedy 30,Handbags,3775.0,3259.95,Like New,unknown,Spring,113,2024-04-05
Cartier,Love Bracelet,Jewelry,3805.0,3191.02,Like New,Brisbane,Spring,100,2024-08-31
Cartier,Love Bracelet,Jewelry,3765.0,2742.57,Excell,Melb,Spring,83,2024-05-29
Gucci,Jackie 1961,Handbags,6390.0,5717.34,poor,unknown,Summer,101,2024-01-24
Rolex,Explorer,Watches,5643.0,3083.03,poor,Melbourne,Autumn,72,2023-07-09
Hermès,Kelly 28,Handbags,,9748.86,Unknown,unknown,Winter,122,2024-10-08
Cartier,Tank Watch,Jewelry,12013.0,5732.72,Good,Melbourne,Spring,73,2023-01-06
Gucci,Dionysus,Handbags,7481.0,3409.7,Very Good,Perth,Summer,153,2023-07-30
Gucci,Dionysus,Handbags,7526.0,6273.2,Excell,SYD,Autumn,131,2023-04-13
Dior,Dior Caro,Handbags,19907.0,8097.54,New,Sydney,Autumn,149,2023-05-08
Rolex,Submariner,Watches,13816.0,7707.71,New,Sydney,Winter,7,2024-12-31
Prada,Galleria,Handbags,13210.0,9479.45,New,SYD,Summer,177,2023-04-25
Rolex,Datejust,Watches,11738.0,10487.2,Like New,Sydney,Autumn,169,2024-02-02
Chanel,Boy Bag,Handbags,4397.0,1991.64,poor,unknown,Winter,34,2024-08-21
Chanel,Gabrielle Hobo,Handbags,2137.0,1210.72,Good,unknown,Autumn,58,2023-04-30
Chanel,Coco Handle,Handbags,,5692.61,Excell,Adelaide,Autumn,57,2024-07-28
Gucci,Ophidia Tote,Handbags,17670.0,13453.05,Good,unknown,Spring,96,2024-09-11
Fendi,Baguette Bag,Handbags,16608.0,7637.09,Unknown,Adelaide,Autumn,10,2023-06-06
Prada,Double Tote,Handbags,17589.0,12946.19,Excell,Brisbane,Winter,167,2023-02-22
Gucci,Dionysus,Handbags,7579.0,4876.87,Very Good,unknown,Autumn,87,2023-07-16
Gucci,Jackie 1961,Handbags,,4361.76,Good,Melb,Summer,6,2023-05-26
Gucci,Dionysus,Handbags,7465.0,4875.71,New,SYD,Spring,46,2024-02-09
Chanel,Boy Bag,Handbags,4362.0,3693.15,Excell,Sydney,Winter,8,2023-04-27
Balenciaga,Neo Classic,Handbags,13372.0,5393.03,New,Brisbane,Summer,45,2023-09-07
Dior,Saddle Bag,Handbags,7196.0,3922.17,poor,unknown,Spring,141,2024-12-14
Gucci,Ophidia Tote,Handbags,17796.0,14966.12,Very Good,Perth,Autumn,19,2023-11-24
Dior,Book Tote,Handbags,11514.0,7485.53,Very Good,Melbourne,Autumn,97,2023-10-08
Rolex,Submariner,Watches,13959.0,12077.11,Like New,Adelaide,Autumn,111,2024-04-12
Hermès,Birkin 25,Handbags,17455.0,15056.52,Like New,unknown,Winter,150,2024-08-02
Louis Vuitton,Neverfull Tote,Handbags,6181.0,4982.63,Fair,Melbourne,Spring,103,2023-07-10
Prada,Re-Edition 2005,Handbags,17133.0,11790.86,Good,Melb,Summer,69,2023-12-19
Prada,Galleria,Handbags,13118.0,7697.99,Fair,Melbourne,Autumn,40,2023-06-05
Cartier,Panthère Watch,Jewelry,5250.0,4392.55,New,Melbourne,Summer,96,2023-07-25
Prada,Re-Edition 2005,Handbags,17067.0,7992.89,Fair,Melbourne,Autumn,38,2024-05-30
Cartier,Trinity Ring,Jewelry,7082.0,5687.28,poor,unknown,Autumn,40,2023-12-02
Gucci,Dionysus,Handbags,7635.0,3188.22,poor,Adelaide,Autumn,31,2024-09-10
Prada,Cleo Shoulder Bag,Handbags,16593.0,11477.24,Unknown,Melb,Spring,1,2023-06-29
Rolex,Submariner,Watches,13964.0,6441.29,Good,Brisbane,Autumn,180,2024-08-24
Balenciaga,Hourglass Bag,Handbags,8332.0,4227.03,poor,Melbourne,Summer,9,2023-03-14
Chanel,Boy Bag,Handbags,4417.0,3017.51,New,SYD,Spring,34,2023-01-24
Rolex,Datejust,Watches,11687.0,9740.62,New,Perth,Winter,43,2024-11-30
Dior,Saddle Bag,Handbags,7149.0,4994.44,Very Good,Perth,Winter,84,2023-06-21
Louis Vuitton,Speedy 30,Handbags,3747.0,2525.05,poor,SYD,Spring,61,2023-01-30
Chanel,Coco Handle,Handbags,7922.0,3393.75,Good,Brisbane,Summer,103,2024-02-19
Gucci,Jackie 1961,Handbags,6481.0,3128.91,Like New,SYD,Autumn,3,2024-01-17
Cartier,Love Bracelet,Jewelry,3846.0,2477.66,poor,Perth,Summer,3,2023-01-01
Rolex,Datejust,Watches,11760.0,10095.48,New,Adelaide,Winter,115,2023-02-07
Dior,Saddle Bag,Handbags,7032.0,3534.43,Good,Perth,Autumn,38,2023-01-30
Cartier,Panthère Watch,Jewelry,5098.0,3920.7,Like New,Brisbane,Winter,73,2023-03-06
Chanel,Boy Bag,Handbags,4520.0,2793.85,Like New,SYD,Summer,146,2023-10-07
Chanel,Boy Bag,Handbags,4490.0,2996.29,poor,Brisbane,Summer,165,2024-07-12
Rolex,Datejust,Watches,11763.0,8995.23,poor,Melbourne,Autumn,84,2024-03-26
Chanel,Gabrielle Hobo,Handbags,2302.0,1283.54,Excell,Melb,Autumn,167,2024-12-18
Rolex,Submariner,Watches,13902.0,8150.97,Very Good,Perth,Autumn,91,2023-07-13
Prada,Double Tote,Handbags,17660.0,11951.23,Good,Sydney,Autumn,107,2023-10-27
Cartier,Trinity Ring,Jewelry,7100.0,5612.67,Excell,unknown,Autumn,178,2023-09-14
Gucci,Dionysus,Handbags,7488.0,4937.13,Fair,Brisbane,Winter,35,2024-11-25
Dior,Dior Caro,Handbags,19917.0,13303.9,New,SYD,Winter,93,2024-07-15
Gucci,Jackie 1961,Handbags,6464.0,5698.78,Fair,Sydney,Summer,49,2024-09-06
Gucci,Dionysus,Handbags,7548.0,5755.68,New,Brisbane,Autumn,1,2023-12-19
Balenciaga,Hourglass Bag,Handbags,8356.0,4319.61,poor,Brisbane,Spring,120,2023-05-20
Gucci,Jackie 1961,Handbags,6479.0,4542.39,Fair,Melbourne,Winter,123,2023-12-07
Prada,Cleo Shoulder Bag,Handbags,16677.0,6975.49,New,Adelaide,Winter,56,2024-08-11
Cartier,Tank Watch,Jewelry,12072.0,6285.73,Unknown,Perth,Spring,27,2024-01-24
Chanel,Coco Handle,Handbags,7893.0,3204.46,poor,SYD,Spring,99,2024-11-03
Rolex,Daytona,Watches,11028.0,6447.53,New,Adelaide,Spring,153,2023-01-21
Cartier,Panthère Watch,Jewelry,5105.0,3733.63,Fair,unknown,Winter,56,2024-11-17
Rolex,Explorer,Watches,5702.0,3301.85,Excell,Perth,Winter,53,2024-03-13
Chanel,Coco Handle,Handbags,7937.0,5242.3,poor,unknown,Winter,90,2024-02-09
Rolex,Daytona,Watches,11025.0,8499.99,New,unknown,Winter,131,2024-12-22
Gucci,Dionysus,Handbags,7585.0,3952.71,New,SYD,Spring,54,2024-03-21
Balenciaga,Hourglass Bag,Handbags,8498.0,4408.04,Unknown,Brisbane,Summer,152,2023-05-19
Dior,Dior Caro,Handbags,19908.0,8284.47,Excell,SYD,Spring,83,2023-05-26
Balenciaga,Neo Classic,Handbags,13377.0,8542.25,poor,Perth,Spring,100,2023-02-13
Cartier,Tank Watch,Jewelry,12109.0,10566.51,Very Good,Melb,Autumn,51,2023-01-23
Gucci,Marmont Mini,Handbags,10893.0,6575.39,poor,Melbourne,Summer,143,2023-09-07
Hermès,Evelyne III,Handbags,15000.0,10401.4,Unknown,Perth,Autumn,38,2024-10-18
Dior,Lady Dior,Handbags,14583.0,9713.23,Good,Sydney,Spring,83,2024-03-17
Fendi,Sunshine Shopper,Handbags,13294.0,7113.71,Fair,Melbourne,Summer,70,2024-02-04
Chanel,Gabrielle Hobo,Handbags,2170.0,1322.21,poor,Adelaide,Summer,44,2023-08-22
Rolex,Explorer,Watches,5590.0,2500.28,poor,Adelaide,Summer,89,2023-04-04
Dior,Book Tote,Handbags,11452.0,6787.66,Good,unknown,Summer,47,2023-04-21
Fendi,Baguette Bag,Handbags,16641.0,10202.94,poor,unknown,Winter,82,2024-03-27
Gucci,Dionysus,Handbags,7462.0,3381.51,poor,Melb,Winter,163,2023-05-17
Fendi,Peekaboo,Handbags,11053.0,9418.58,Good,Melbourne,Summer,121,2024-09-05
Hermès,Constance,Handbags,10511.0,8240.5,Like New,Melbourne,Autumn,26,2024-04-27
Rolex,Submariner,Watches,13929.0,9688.7,poor,Perth,Winter,118,2024-03-07
Cartier,Tank Watch,Jewelry,12026.0,10068.49,Good,Brisbane,Autumn,41,2023-05-17
Prada,Galleria,Handbags,13192.0,5979.59,New,Sydney,Summer,14,2024-06-13
Prada,Re-Edition 2005,Handbags,17066.0,8894.55,poor,Sydney,Spring,32,2023-03-05
Prada,Re-Edition 2005,Handbags,17081.0,11524.2,New,Melb,Winter,156,2023-06-03
Chanel,Classic Flap Bag,Handbags,4977.0,2712.83,poor,unknown,Winter,164,2023-10-10
Fendi,Sunshine Shopper,Handbags,13387.0,9673.52,Good,Sydney,Autumn,20,2023-06-28
Hermès,Kelly 28,Handbags,17926.0,15063.27,Very Good,Perth,Spring,10,2024-04-17
Gucci,Dionysus,Handbags,7498.0,10169.64,Like New,unknown,Autumn,157,2024-01-21
Dior,Dior Caro,Handbags,19939.0,23938.45,Like New,SYD,Spring,101,2024-05-03
Balenciaga,Le Cagole,Handbags,10824.0,14830.28,Excell,Adelaide,Autumn,32,2024-07-01
Cartier,Trinity Ring,Jewelry,7054.0,3223.47,Unknown,SYD,Autumn,95,2024-12-01
Rolex,Daytona,Watches,11113.0,7842.37,Very Good,Melbourne,Summer,131,2023-02-01
Dior,Dior Caro,Handbags,19792.0,17166.94,Like New,unknown,Summer,111,2024-01-30
Fendi,Sunshine Shopper,Handbags,13409.0,8659.97,Good,Brisbane,Autumn,56,2024-09-21
Fendi,Peekaboo,Handbags,11072.0,12307.88,poor,Melbourne,Winter,144,2023-02-18
Rolex,Explorer,Watches,5737.0,4338.44,Like New,SYD,Autumn,109,2024-05-23
Rolex,Daytona,Watches,11049.0,7828.47,Excell,SYD,Autumn,39,2023-01-21
Cartier,Tank Watch,Jewelry,12037.0,5008.02,Like New,Sydney,Winter,16,2024-02-19
Rolex,Daytona,Watches,11107.0,13398.54,Like New,Sydney,Winter,89,2023-05-02
Chanel,Coco Handle,Handbags,7889.0,6247.85,Fair,Perth,Winter,150,2024-07-10
Rolex,Datejust,Watches,11722.0,7644.51,New,Melb,Autumn,178,2023-02-05
Hermès,Kelly 28,Handbags,17882.0,7198.73,Unknown,unknown,Winter,88,2023-04-19
Gucci,Ophidia Tote,Handbags,17771.0,7376.17,Unknown,Adelaide,Winter,104,2024-07-17
Fendi,Mon Tresor,Handbags,6631.0,4735.75,poor,Melbourne,Summer,121,2024-08-20
Balenciaga,City Bag,Handbags,17654.0,13890.82,Unknown,SYD,Spring,178,2023-10-10
Dior,Dior Caro,Handbags,19821.0,10429.05,poor,Melb,Spring,85,2024-02-04
Fendi,Peekaboo,Handbags,11034.0,7318.87,Excell,Perth,Autumn,25,2024-11-14
Louis Vuitton,Capucines,Handbags,13015.0,11273.32,Good,SYD,Spring,125,2023-01-24
Prada,Galleria,Handbags,13234.0,7325.59,Very Good,Adelaide,Autumn,105,2023-07-12
Prada,Re-Edition 2005,Handbags,17049.0,11267.88,Excell,Sydney,Winter,120,2024-05-27
Rolex,Explorer,Watches,5585.0,2381.97,Like New,Perth,Winter,91,2023-08-13
Hermès,Birkin 25,Handbags,17570.0,9300.64,New,Melb,Summer,162,2023-01-26
Rolex,Daytona,Watches,11079.0,9856.16,Excell,Perth,Winter,127,2023-08-20
Chanel,Classic Flap Bag,Handbags,5066.0,4248.74,Good,unknown,Autumn,136,2023-01-04
Dior,Book Tote,Handbags,11405.0,7120.46,Like New,Adelaide,Summer,129,2024-02-13
Fendi,Mon Tresor,Handbags,6659.0,3543.44,New,unknown,Spring,77,2023-10-05
Rolex,Datejust,Watches,11708.0,4814.85,Like New,Melbourne,Autumn,46,2023-08-13
Prada,Re-Edition 2005,Handbags,16972.0,12669.71,Fair,Brisbane,Autumn,73,2023-08-17
Gucci,Ophidia Tote,Handbags,17827.0,13720.12,Excell,Melbourne,Winter,104,2023-11-01
Gucci,Dionysus,Handbags,7544.0,5059.25,Very Good,unknown,Spring,72,2024-11-29
Gucci,Dionysus,Handbags,7550.0,4690.5,Very Good,Adelaide,Autumn,117,2023-03-07
Chanel,Boy Bag,Handbags,4446.0,2586.9,Like New,Melbourne,Winter,93,2024-09-24
Louis Vuitton,Neverfull Tote,Handbags,6221.0,3029.01,New,SYD,Autumn,106,2024-05-30
Rolex,Datejust,Watches,11797.0,9657.15,Good,Melbourne,Spring,80,2023-07-08
Chanel,Gabrielle Hobo,Handbags,2311.0,1319.07,Fair,SYD,Autumn,129,2023-01-21
Balenciaga,City Bag,Handbags,17659.0,15446.78,poor,unknown,Winter,135,2023-10-23
Cartier,Tank Watch,Jewelry,12143.0,9538.74,Excell,Brisbane,Autumn,43,2024-11-07
Fendi,Sunshine Shopper,Handbags,13382.0,7745.09,poor,Melb,Spring,24,2023-03-04
Balenciaga,Le Cagole,Handbags,10723.0,14508.84,Good,Melbourne,Spring,62,2024-01-26
Balenciaga,Hourglass Bag,Handbags,8391.0,3904.79,Excell,Melbourne,Autumn,103,2024-06-07
Fendi,Peekaboo,Handbags,11023.0,7346.03,Good,Brisbane,Spring,161,2023-09-25
Louis Vuitton,Neverfull Tote,Handbags,6183.0,3559.34,Fair,SYD,Summer,14,2023-11-15
